Date,Product,Quantity,Price,Store
2023-01-03,iPhone,13,13.76,Store C
2023-02-21,Google Pixel,2,11.93,Store B
2023-02-05,Samsung Galaxy,6,6.72,Store A
2023-02-10,Samsung Galaxy,18,8.34,Store A
2023-03-27,iPhone,5,14.03,Store A
2023-03-12,iPhone,2,9.08,Store A
2023-02-13,iPhone,19,19.64,Store C
2023-02-11,Google Pixel,6,17.14,Store B
2023-03-26,OnePlus,16,6.21,Store A
2023-03-10,OnePlus,16,17.33,Store A
2023-01-28,iPhone,16,6.45,Store C
2023-03-19,Google Pixel,12,12.63,Store C
2023-03-22,Google Pixel,19,15.54,Store C
2023-03-02,OnePlus,15,6.03,Store B
2023-02-05,iPhone,15,10.93,Store A
2023-01-05,iPhone,16,7.33,Store B
2023-03-31,Samsung Galaxy,3,19.88,Store A
2023-02-02,OnePlus,11,12.19,Store A
2023-02-05,OnePlus,20,13.34,Store C
2023-01-16,Google Pixel,15,14.02,Store A
2023-02-28,Samsung Galaxy,5,8.55,Store C
2023-03-30,Google Pixel,1,6.69,Store A
2023-02-08,iPhone,19,10.64,Store A
2023-03-02,Samsung Galaxy,14,12.62,Store C
2023-01-25,OnePlus,12,19.97,Store C
2023-01-21,Samsung Galaxy,4,17.89,Store C
2023-01-25,Samsung Galaxy,11,11.77,Store C
2023-02-04,iPhone,12,17.85,Store C
2023-02-16,Samsung Galaxy,2,13.24,Store C
2023-02-09,OnePlus,12,14.86,Store B
2023-03-03,Samsung Galaxy,3,6.04,Store A
2023-02-06,Google Pixel,20,18.94,Store A
2023-01-07,OnePlus,10,14.53,Store C
2023-02-13,iPhone,3,8.9,Store A
2023-02-02,Google Pixel,11,8.22,Store B
2023-01-28,iPhone,4,19.09,Store B
2023-02-01,Google Pixel,1,10.9,Store B
2023-02-07,iPhone,18,9.79,Store A
2023-02-23,iPhone,20,16.9,Store A
2023-03-17,Samsung Galaxy,10,5.27,Store C
2023-01-07,Samsung Galaxy,7,19.99,Store A
2023-01-23,iPhone,3,11.81,Store C
2023-02-06,Google Pixel,1,18.86,Store B
2023-01-25,iPhone,11,16.59,Store C
2023-01-16,iPhone,20,12.38,Store A
2023-03-31,OnePlus,4,13.09,Store C
2023-01-27,OnePlus,7,6.24,Store C
2023-01-20,Google Pixel,10,12.8,Store B
2023-02-05,Google Pixel,4,12.55,Store B
2023-03-10,OnePlus,5,5.81,Store C
2023-03-14,OnePlus,16,8.65,Store C
2023-01-29,OnePlus,4,14.21,Store B
2023-01-10,iPhone,3,12.18,Store C
2023-02-14,Samsung Galaxy,8,6.09,Store B
2023-01-20,Google Pixel,17,19.66,Store C
2023-01-18,Google Pixel,12,13.65,Store A
2023-03-02,Samsung Galaxy,4,11.12,Store C
2023-02-08,Google Pixel,3,5.94,Store B
2023-02-24,iPhone,1,12.52,Store A
2023-03-30,iPhone,10,18.7,Store B
2023-03-05,iPhone,11,15.88,Store B
2023-01-18,OnePlus,2,14.66,Store B
2023-03-14,OnePlus,19,8.63,Store C
2023-01-20,OnePlus,6,5.58,Store A
2023-03-14,Samsung Galaxy,2,13.47,Store C
2023-02-04,OnePlus,5,17.24,Store B
2023-02-21,Samsung Galaxy,19,18.36,Store A
2023-02-20,Samsung Galaxy,1,8.81,Store C
2023-01-20,Samsung Galaxy,13,10.25,Store B
2023-03-28,OnePlus,4,15.39,Store C
2023-01-31,Samsung Galaxy,15,5.71,Store A
2023-02-11,iPhone,3,13.71,Store A
2023-03-25,OnePlus,14,15.58,Store A
2023-03-28,Samsung Galaxy,11,14.78,Store A
2023-01-13,Google Pixel,15,8.17,Store C
2023-02-23,Samsung Galaxy,1,12.93,Store B
2023-02-05,Samsung Galaxy,13,8.99,Store C
2023-01-27,Samsung Galaxy,9,15.91,Store C
2023-01-04,Samsung Galaxy,15,17.58,Store B
2023-01-04,OnePlus,17,11.58,Store C
2023-03-30,iPhone,4,5.06,Store C
2023-01-22,iPhone,18,16.09,Store B
2023-02-11,OnePlus,15,8.28,Store A
2023-03-06,iPhone,5,5.92,Store A
2023-01-11,Google Pixel,3,13.35,Store B
2023-01-22,iPhone,10,14.51,Store C
2023-03-12,Samsung Galaxy,19,15.97,Store B
2023-03-16,OnePlus,4,8.51,Store A
2023-02-27,OnePlus,16,15.8,Store A
2023-02-08,iPhone,11,18.08,Store C
2023-03-03,iPhone,13,13.51,Store C
2023-01-07,OnePlus,10,15.74,Store A
2023-03-23,Google Pixel,9,9.08,Store A
2023-02-03,iPhone,18,8.6,Store B
2023-01-26,OnePlus,1,19.79,Store A
2023-03-01,Samsung Galaxy,13,12.52,Store A
2023-03-16,OnePlus,6,10.75,Store C
2023-02-02,iPhone,13,16.97,Store A
2023-03-28,iPhone,4,11.76,Store B
2023-03-18,OnePlus,8,11.95,Store C
2023-02-09,Google Pixel,16,14.69,Store B
2023-01-28,Samsung Galaxy,6,9.63,Store B
2023-01-28,Samsung Galaxy,5,10.9,Store B
2023-01-03,iPhone,9,5.22,Store A
2023-03-30,OnePlus,11,18.64,Store C
2023-03-15,Google Pixel,3,18.62,Store A
2023-03-06,OnePlus,17,19.21,Store A
2023-01-15,iPhone,7,16.89,Store B
2023-02-16,Samsung Galaxy,7,12.85,Store B
2023-01-27,Google Pixel,17,17.75,Store B
2023-02-19,iPhone,9,17.78,Store C
2023-01-04,Samsung Galaxy,19,14.4,Store B
2023-03-01,Google Pixel,11,6.87,Store A
2023-01-20,iPhone,1,7.85,Store A
2023-02-14,OnePlus,18,19.86,Store A
2023-03-19,OnePlus,18,17.21,Store B
2023-01-07,iPhone,2,5.95,Store C
2023-02-07,Samsung Galaxy,6,5.48,Store C
2023-03-27,iPhone,19,15.51,Store A
2023-01-04,OnePlus,4,19.95,Store B
2023-03-25,Samsung Galaxy,5,15.11,Store B
2023-01-30,iPhone,10,6.65,Store B
2023-03-04,OnePlus,17,6.49,Store C
2023-02-12,Google Pixel,15,16.42,Store A
2023-01-31,OnePlus,2,14.52,Store A
2023-03-05,iPhone,17,9.13,Store B
2023-01-06,Samsung Galaxy,1,12.25,Store C
2023-02-13,iPhone,6,17.76,Store C
2023-03-20,Samsung Galaxy,13,19.3,Store B
2023-01-12,Google Pixel,16,10.12,Store A
2023-03-01,Samsung Galaxy,18,13.03,Store C
2023-01-20,Google Pixel,8,10.12,Store A
2023-02-19,OnePlus,18,14.18,Store C
2023-01-06,Google Pixel,1,12.35,Store B
2023-03-21,iPhone,13,19.4,Store A
2023-01-11,Google Pixel,16,7.57,Store C
2023-03-29,iPhone,9,9.69,Store B
2023-02-21,Google Pixel,19,7.0,Store A
2023-02-23,iPhone,15,18.67,Store B
2023-02-14,iPhone,8,18.53,Store B
2023-03-29,Samsung Galaxy,5,7.25,Store A
2023-02-05,Google Pixel,3,9.37,Store B
2023-03-31,Samsung Galaxy,5,5.1,Store B
2023-02-27,OnePlus,6,15.63,Store B
2023-03-17,Google Pixel,5,14.52,Store B
2023-02-21,Google Pixel,2,10.75,Store B
2023-02-11,OnePlus,2,19.57,Store C
2023-03-21,Samsung Galaxy,17,19.4,Store B
2023-02-28,iPhone,2,15.0,Store C
2023-03-10,Samsung Galaxy,15,8.9,Store A
2023-03-24,Samsung Galaxy,12,19.45,Store C
2023-03-04,OnePlus,1,12.87,Store A
2023-02-24,OnePlus,3,15.54,Store A
2023-03-11,Samsung Galaxy,20,15.48,Store A
2023-03-15,Google Pixel,19,9.41,Store C
2023-01-30,iPhone,8,18.88,Store B
2023-01-29,Samsung Galaxy,2,9.32,Store C
2023-01-28,iPhone,12,7.06,Store A
2023-02-04,iPhone,5,14.62,Store A
2023-03-09,Google Pixel,4,12.64,Store A
2023-03-08,OnePlus,5,14.78,Store B
2023-03-30,iPhone,17,18.57,Store B
2023-01-04,Samsung Galaxy,2,16.62,Store A
2023-03-23,Samsung Galaxy,6,14.25,Store A
2023-02-16,Google Pixel,16,12.4,Store A
2023-03-07,OnePlus,11,9.56,Store A
2023-02-27,Samsung Galaxy,20,15.87,Store A
2023-01-07,OnePlus,4,6.71,Store A
2023-01-23,Samsung Galaxy,18,16.69,Store A
2023-03-02,Google Pixel,18,10.77,Store A
2023-03-09,Google Pixel,12,11.81,Store A
2023-03-05,Samsung Galaxy,17,5.64,Store A
2023-02-28,Samsung Galaxy,19,19.56,Store B
2023-01-04,Samsung Galaxy,5,14.23,Store A
2023-03-06,OnePlus,2,15.23,Store C
2023-01-03,Samsung Galaxy,17,18.6,Store B
2023-02-13,Google Pixel,16,17.69,Store C
2023-02-08,Samsung Galaxy,13,15.96,Store C
2023-03-03,iPhone,5,5.95,Store B
2023-01-24,Google Pixel,6,5.27,Store C
2023-02-28,OnePlus,3,19.62,Store C
2023-03-20,iPhone,16,15.6,Store A
2023-02-12,Google Pixel,17,11.99,Store A
2023-03-25,OnePlus,14,18.51,Store B
2023-03-19,Google Pixel,11,7.44,Store C
2023-02-09,Google Pixel,2,5.22,Store A
2023-03-01,iPhone,12,8.7,Store B
2023-01-02,Google Pixel,14,6.4,Store C
2023-02-05,iPhone,10,15.43,Store B
2023-02-12,Google Pixel,9,9.37,Store B
2023-02-27,iPhone,1,15.91,Store A
2023-01-26,Google Pixel,6,16.41,Store A
2023-03-01,OnePlus,6,18.37,Store B
2023-03-08,iPhone,4,8.11,Store B
2023-02-22,iPhone,20,6.78,Store B
2023-02-24,Samsung Galaxy,12,9.79,Store C
2023-01-09,Google Pixel,17,11.39,Store A
2023-02-03,Samsung Galaxy,9,11.43,Store C
2023-01-20,OnePlus,10,6.23,Store C
2023-01-11,OnePlus,4,5.99,Store A
2023-03-21,Samsung Galaxy,14,11.37,Store B
2023-01-15,Samsung Galaxy,1,11.21,Store A
2023-02-01,Google Pixel,4,5.2,Store C
2023-03-19,Samsung Galaxy,4,6.69,Store A
2023-01-09,Samsung Galaxy,4,12.51,Store B
2023-03-23,iPhone,9,14.32,Store B
2023-03-29,iPhone,8,9.88,Store B
2023-03-22,OnePlus,7,11.87,Store A
2023-02-10,Samsung Galaxy,20,15.22,Store B
2023-01-28,OnePlus,7,14.79,Store A
2023-01-19,OnePlus,7,19.58,Store B
2023-03-13,Google Pixel,11,12.58,Store A
2023-03-28,OnePlus,5,7.79,Store A
2023-03-28,Google Pixel,3,13.84,Store A
2023-02-24,Google Pixel,19,19.85,Store A
2023-03-19,iPhone,17,16.8,Store B
2023-02-28,OnePlus,13,15.65,Store C
2023-02-09,OnePlus,1,10.86,Store C
2023-03-11,Google Pixel,7,19.11,Store B
2023-02-27,iPhone,6,19.99,Store C
2023-03-26,OnePlus,4,10.63,Store C
2023-01-01,Google Pixel,15,12.68,Store B
2023-01-30,OnePlus,8,18.98,Store B
2023-01-31,iPhone,14,19.65,Store B
2023-03-07,Samsung Galaxy,1,19.2,Store B
2023-02-03,OnePlus,6,17.76,Store B
2023-01-02,Samsung Galaxy,16,6.65,Store A
2023-01-23,Google Pixel,9,14.0,Store A
2023-03-12,OnePlus,13,16.64,Store B
2023-01-03,OnePlus,6,19.96,Store A
2023-03-30,OnePlus,1,12.59,Store A
2023-03-25,Samsung Galaxy,2,17.52,Store C
2023-01-28,Samsung Galaxy,20,9.64,Store C
2023-03-07,iPhone,12,13.53,Store C
2023-01-22,Samsung Galaxy,16,14.8,Store C
2023-02-13,Samsung Galaxy,8,7.8,Store C
2023-01-21,iPhone,11,14.62,Store C
2023-02-27,Google Pixel,8,12.21,Store C
2023-03-05,iPhone,18,16.34,Store B
2023-03-25,Samsung Galaxy,20,17.51,Store A
2023-02-20,Samsung Galaxy,4,9.11,Store C
2023-03-04,OnePlus,8,16.8,Store B
2023-03-25,OnePlus,16,17.94,Store B
2023-02-20,Google Pixel,9,19.13,Store B
2023-03-27,Samsung Galaxy,13,11.21,Store C
2023-03-10,Samsung Galaxy,13,16.69,Store C
2023-02-13,Google Pixel,8,12.29,Store C
2023-01-23,OnePlus,14,5.92,Store C
2023-03-24,Google Pixel,10,18.68,Store B
2023-02-26,iPhone,17,14.19,Store C
2023-02-01,iPhone,12,17.99,Store A
2023-02-12,iPhone,20,17.08,Store C
2023-03-17,Samsung Galaxy,1,12.95,Store C
2023-03-29,OnePlus,7,12.97,Store C
2023-03-29,Google Pixel,5,7.24,Store B
2023-01-15,Samsung Galaxy,7,13.58,Store B
2023-02-24,iPhone,9,9.47,Store A
2023-02-02,OnePlus,9,17.41,Store B
2023-03-01,Samsung Galaxy,10,6.56,Store A
2023-01-23,iPhone,10,17.18,Store B
2023-02-17,Google Pixel,3,8.16,Store B
2023-02-07,Google Pixel,16,14.65,Store A
2023-02-09,iPhone,2,13.46,Store A
2023-01-19,OnePlus,9,18.35,Store B
2023-03-04,iPhone,9,14.91,Store A
2023-03-21,OnePlus,12,11.41,Store C
2023-01-05,OnePlus,9,15.18,Store A
2023-01-27,iPhone,9,10.82,Store C
2023-03-27,OnePlus,11,11.69,Store A
2023-02-25,OnePlus,20,19.29,Store B
2023-03-26,Samsung Galaxy,13,13.68,Store A
2023-01-13,Google Pixel,15,17.59,Store A
2023-01-26,Google Pixel,18,7.47,Store C
2023-03-24,Samsung Galaxy,20,17.52,Store B
2023-02-23,OnePlus,15,7.54,Store A
2023-03-14,iPhone,7,8.87,Store C
2023-03-24,Samsung Galaxy,17,13.65,Store B
2023-01-14,iPhone,12,8.55,Store A
2023-03-30,iPhone,20,7.52,Store C
2023-02-25,iPhone,2,16.07,Store A
2023-03-25,OnePlus,15,11.96,Store B
2023-03-29,Samsung Galaxy,14,17.87,Store B
2023-01-10,iPhone,19,13.97,Store A
2023-01-04,OnePlus,14,18.75,Store A
2023-03-21,Samsung Galaxy,6,15.08,Store B
2023-03-02,OnePlus,15,10.62,Store A
2023-02-15,Google Pixel,12,11.71,Store C
2023-01-01,OnePlus,6,13.62,Store A
2023-03-23,Samsung Galaxy,12,12.78,Store C
2023-02-06,OnePlus,1,19.91,Store A
2023-01-20,Samsung Galaxy,9,10.1,Store B
2023-02-20,iPhone,8,6.38,Store B
2023-01-07,Samsung Galaxy,20,18.95,Store A
2023-03-14,Samsung Galaxy,16,15.63,Store C
2023-01-11,OnePlus,12,8.43,Store C
2023-03-18,iPhone,15,9.74,Store C
2023-01-15,OnePlus,11,6.13,Store A
2023-01-18,Samsung Galaxy,1,16.19,Store A
2023-03-27,Google Pixel,20,18.62,Store C
2023-02-25,OnePlus,13,10.36,Store B
2023-03-20,iPhone,7,16.81,Store C
2023-02-18,Google Pixel,11,10.84,Store B
2023-03-06,iPhone,2,19.85,Store C
2023-01-31,OnePlus,18,17.62,Store C
2023-01-15,iPhone,9,15.76,Store C
2023-03-10,OnePlus,1,12.53,Store C
2023-02-14,Google Pixel,7,7.63,Store B
2023-01-05,OnePlus,6,11.02,Store C
2023-02-17,Google Pixel,8,8.8,Store C
2023-03-10,Samsung Galaxy,3,18.23,Store C
2023-01-01,OnePlus,15,7.12,Store A
2023-01-25,Google Pixel,6,13.8,Store A
2023-01-21,iPhone,4,11.67,Store B
2023-02-09,iPhone,15,5.82,Store B
2023-01-12,Google Pixel,17,11.5,Store A
2023-03-05,OnePlus,13,6.75,Store C
2023-03-22,Samsung Galaxy,13,10.89,Store C
2023-03-30,iPhone,6,10.66,Store C
2023-03-15,iPhone,9,12.75,Store B
2023-03-27,Samsung Galaxy,1,10.05,Store C
2023-01-20,OnePlus,7,7.96,Store B
2023-02-20,Google Pixel,17,13.86,Store A
2023-03-07,Google Pixel,15,7.84,Store B
2023-01-01,Google Pixel,8,12.0,Store B
2023-02-06,iPhone,10,11.46,Store B
2023-03-22,Google Pixel,12,9.93,Store C
2023-01-29,OnePlus,13,16.72,Store B
2023-03-20,Google Pixel,11,12.75,Store C
2023-01-20,Google Pixel,8,10.14,Store A
2023-02-26,Samsung Galaxy,11,19.59,Store C
2023-01-31,Samsung Galaxy,8,16.62,Store A
2023-03-20,iPhone,12,12.89,Store C
2023-01-11,Google Pixel,5,18.72,Store B
2023-01-10,iPhone,5,7.83,Store C
2023-01-10,OnePlus,7,14.61,Store B
2023-03-03,iPhone,16,10.93,Store B
2023-02-15,Samsung Galaxy,3,19.08,Store B
2023-01-20,Samsung Galaxy,17,7.47,Store C
2023-01-22,OnePlus,18,7.1,Store C
2023-02-16,Google Pixel,9,9.36,Store A
2023-01-18,OnePlus,11,18.45,Store C
2023-01-11,Samsung Galaxy,16,10.4,Store A
2023-01-13,OnePlus,9,9.86,Store B
2023-03-18,Samsung Galaxy,4,17.78,Store B
2023-01-08,OnePlus,11,9.83,Store A
2023-02-22,OnePlus,20,7.96,Store C
2023-03-04,iPhone,4,18.62,Store C
2023-02-05,OnePlus,5,14.25,Store C
2023-01-08,OnePlus,15,17.22,Store A
2023-01-04,Samsung Galaxy,4,17.05,Store A
2023-03-26,OnePlus,18,19.17,Store A
2023-02-01,Google Pixel,8,19.81,Store A
2023-02-07,Samsung Galaxy,6,18.83,Store A
2023-02-01,iPhone,15,18.33,Store C
2023-01-02,Samsung Galaxy,8,5.95,Store A
2023-03-30,iPhone,5,14.76,Store A
2023-01-16,Samsung Galaxy,13,11.18,Store B
2023-01-20,Google Pixel,4,17.67,Store A
2023-02-13,OnePlus,12,19.94,Store B
2023-01-29,Samsung Galaxy,3,16.19,Store B
2023-01-08,Google Pixel,4,12.33,Store C
2023-02-07,iPhone,7,8.86,Store B
2023-02-24,iPhone,7,15.79,Store B
2023-02-11,iPhone,11,9.68,Store B
2023-03-19,OnePlus,1,16.58,Store B
2023-01-22,OnePlus,4,17.61,Store C
2023-03-19,iPhone,16,14.32,Store A
2023-03-28,OnePlus,18,19.16,Store A
2023-01-07,OnePlus,8,10.93,Store C
2023-01-30,Samsung Galaxy,16,16.85,Store C
2023-01-14,Google Pixel,16,18.18,Store C
2023-02-21,iPhone,6,10.95,Store B
2023-03-28,OnePlus,10,9.2,Store C
2023-02-19,OnePlus,8,6.25,Store C
2023-02-01,OnePlus,12,6.95,Store A
2023-03-25,Google Pixel,4,5.25,Store B
2023-03-31,OnePlus,20,15.06,Store C
2023-01-25,iPhone,20,9.82,Store B
2023-03-07,Google Pixel,5,7.49,Store C
2023-03-20,iPhone,17,14.02,Store B
2023-03-01,OnePlus,2,8.01,Store C
2023-01-28,Google Pixel,15,18.1,Store C
2023-02-15,iPhone,3,19.78,Store B
2023-01-25,Google Pixel,18,16.25,Store B
2023-02-04,OnePlus,17,8.51,Store C
2023-02-02,OnePlus,2,9.35,Store A
2023-01-22,iPhone,13,14.43,Store B
2023-01-02,Samsung Galaxy,4,16.15,Store A
2023-02-08,Google Pixel,10,13.21,Store B
2023-02-20,Google Pixel,13,9.3,Store A
2023-02-08,Google Pixel,16,11.48,Store C
2023-01-21,Samsung Galaxy,20,14.17,Store A
2023-03-13,OnePlus,16,15.66,Store C
2023-03-12,OnePlus,19,10.95,Store B
2023-01-20,OnePlus,20,10.18,Store C
2023-03-17,OnePlus,10,17.8,Store A
2023-02-26,OnePlus,10,13.21,Store B
2023-03-16,Samsung Galaxy,7,16.16,Store A
2023-02-24,Samsung Galaxy,2,17.35,Store C
2023-02-06,Samsung Galaxy,6,14.5,Store B
2023-01-04,Google Pixel,1,15.66,Store C
2023-02-22,Google Pixel,2,11.53,Store B
2023-03-04,iPhone,10,14.46,Store B
2023-02-27,Samsung Galaxy,2,15.5,Store C
2023-03-28,iPhone,9,13.98,Store A
2023-02-06,iPhone,3,16.91,Store B
2023-03-08,iPhone,9,13.35,Store B
2023-03-29,Google Pixel,6,7.81,Store C
2023-02-05,Google Pixel,16,16.54,Store A
2023-01-12,Samsung Galaxy,20,19.36,Store A
2023-03-03,Google Pixel,1,7.48,Store A
2023-03-05,Google Pixel,18,18.02,Store C
2023-01-30,Samsung Galaxy,14,7.76,Store A
2023-01-22,iPhone,16,11.55,Store A
2023-03-09,OnePlus,11,14.7,Store A
2023-01-15,Google Pixel,18,10.99,Store C
2023-03-22,Google Pixel,7,5.35,Store B
2023-03-06,iPhone,1,18.87,Store C
2023-03-03,Google Pixel,1,13.71,Store C
2023-03-09,Google Pixel,13,15.07,Store C
2023-03-01,OnePlus,19,9.49,Store C
2023-01-11,OnePlus,3,13.72,Store C
2023-01-16,Google Pixel,3,18.87,Store B
2023-01-04,OnePlus,19,12.73,Store A
2023-01-06,iPhone,20,15.67,Store B
2023-03-19,iPhone,4,9.92,Store B
2023-01-20,OnePlus,12,8.98,Store A
2023-03-10,Google Pixel,7,7.88,Store C
2023-03-20,iPhone,6,9.23,Store A
2023-03-06,Google Pixel,7,9.13,Store C
2023-03-12,Samsung Galaxy,7,6.47,Store A
2023-03-21,iPhone,4,5.09,Store C
2023-03-05,Samsung Galaxy,7,12.74,Store C
2023-02-09,Samsung Galaxy,13,19.08,Store B
2023-02-12,Google Pixel,11,16.3,Store C
2023-03-29,iPhone,3,9.69,Store A
2023-01-02,Google Pixel,15,11.1,Store C
2023-02-15,Google Pixel,7,9.22,Store A
2023-01-09,OnePlus,3,11.47,Store A
2023-03-07,Samsung Galaxy,1,12.94,Store A
2023-01-20,Samsung Galaxy,7,19.02,Store B
2023-03-22,OnePlus,19,19.8,Store A
2023-03-24,OnePlus,1,17.49,Store A
2023-02-07,OnePlus,17,11.7,Store A
2023-02-02,Google Pixel,3,17.96,Store A
2023-02-05,Google Pixel,14,15.79,Store B
2023-01-22,OnePlus,2,6.84,Store C
2023-01-12,iPhone,8,15.41,Store C
2023-01-08,OnePlus,12,12.47,Store A
2023-01-23,OnePlus,15,9.86,Store A
2023-03-01,Samsung Galaxy,19,12.28,Store C
2023-01-08,iPhone,18,14.09,Store A
2023-03-14,Google Pixel,12,5.31,Store C
2023-03-22,Google Pixel,20,18.56,Store B
2023-03-19,Samsung Galaxy,17,5.51,Store B
2023-02-24,Samsung Galaxy,9,12.36,Store C
2023-01-18,Samsung Galaxy,9,18.92,Store A
2023-01-16,iPhone,17,10.65,Store A
2023-01-24,Samsung Galaxy,9,16.92,Store C
2023-02-01,iPhone,7,6.92,Store A
2023-03-12,Google Pixel,6,16.43,Store A
2023-01-17,Google Pixel,14,11.86,Store C
2023-01-05,Google Pixel,17,13.29,Store C
2023-03-22,OnePlus,1,16.33,Store C
2023-02-23,OnePlus,13,14.24,Store C
2023-03-01,OnePlus,17,17.17,Store C
2023-01-10,OnePlus,13,17.57,Store C
2023-01-17,Google Pixel,15,10.07,Store A
2023-02-17,iPhone,12,16.08,Store C
2023-01-11,iPhone,6,17.32,Store A
2023-01-30,OnePlus,18,12.12,Store B
2023-03-19,Google Pixel,5,18.47,Store C
2023-03-23,iPhone,11,13.32,Store A
2023-01-26,Samsung Galaxy,1,6.66,Store B
2023-02-09,Google Pixel,5,17.2,Store B
2023-01-16,OnePlus,1,6.96,Store C
2023-01-09,OnePlus,5,15.67,Store B
2023-03-18,iPhone,10,6.96,Store B
2023-01-03,OnePlus,14,19.96,Store A
2023-03-07,Google Pixel,17,12.76,Store B
2023-03-05,Samsung Galaxy,20,11.22,Store C
2023-01-06,Google Pixel,12,15.25,Store A
2023-03-26,Samsung Galaxy,15,14.4,Store A
2023-01-27,OnePlus,3,10.31,Store A
2023-03-18,Samsung Galaxy,15,12.74,Store C
2023-02-08,iPhone,16,12.06,Store A
2023-03-12,Samsung Galaxy,18,15.01,Store C
2023-01-22,iPhone,12,19.13,Store C
2023-03-11,OnePlus,17,15.04,Store C
2023-01-19,Google Pixel,20,8.44,Store A
2023-03-20,OnePlus,10,9.15,Store A
2023-02-20,Google Pixel,20,6.5,Store C
2023-02-18,Google Pixel,4,14.54,Store B
2023-03-20,OnePlus,3,18.5,Store C
2023-01-18,OnePlus,8,17.83,Store B
2023-02-23,Samsung Galaxy,18,10.09,Store A
2023-01-03,Google Pixel,7,19.81,Store A
2023-02-26,Samsung Galaxy,3,10.34,Store C
2023-03-08,OnePlus,9,11.12,Store C
2023-02-20,Samsung Galaxy,17,7.55,Store C
2023-02-18,Google Pixel,20,10.39,Store C
2023-03-19,OnePlus,13,18.06,Store C
2023-03-05,Google Pixel,11,17.15,Store A
2023-02-19,Google Pixel,12,18.06,Store C
2023-02-18,iPhone,1,10.1,Store B
2023-03-26,Google Pixel,14,11.71,Store A
2023-03-29,OnePlus,17,5.75,Store B
2023-02-04,OnePlus,1,14.71,Store A
2023-01-21,iPhone,1,7.97,Store A
2023-03-20,Samsung Galaxy,15,14.83,Store C
2023-01-03,iPhone,3,19.47,Store A
2023-02-14,Samsung Galaxy,18,14.69,Store C
2023-01-21,iPhone,6,9.17,Store B
2023-02-22,iPhone,19,14.94,Store A
2023-03-25,OnePlus,18,17.18,Store B
2023-03-31,OnePlus,14,14.85,Store C
2023-01-02,Samsung Galaxy,4,17.99,Store C
2023-03-14,OnePlus,16,8.57,Store B
2023-03-21,Samsung Galaxy,6,16.75,Store A
2023-03-09,Samsung Galaxy,1,17.52,Store C
2023-01-24,OnePlus,1,5.37,Store C
2023-03-14,OnePlus,11,13.58,Store B
2023-03-25,Samsung Galaxy,16,17.68,Store A
2023-02-07,Samsung Galaxy,4,9.52,Store C
2023-01-21,Samsung Galaxy,8,8.37,Store B
2023-02-03,Google Pixel,5,9.85,Store B
2023-03-04,iPhone,5,9.86,Store C
2023-02-27,OnePlus,4,18.88,Store A
2023-02-08,iPhone,17,9.74,Store B
2023-03-24,OnePlus,11,19.29,Store C
2023-01-05,OnePlus,5,18.27,Store A
2023-01-07,iPhone,14,8.48,Store C
2023-03-25,Samsung Galaxy,6,7.84,Store B
2023-03-29,Samsung Galaxy,15,17.07,Store A
2023-01-12,iPhone,7,17.01,Store C
2023-01-12,iPhone,5,16.76,Store B
2023-03-24,Google Pixel,5,10.97,Store B
2023-03-12,OnePlus,10,14.02,Store B
2023-03-01,Google Pixel,4,11.56,Store B
2023-03-26,iPhone,17,12.28,Store C
2023-02-05,iPhone,16,18.15,Store B
2023-01-17,Google Pixel,4,15.86,Store A
2023-01-07,iPhone,11,18.41,Store C
2023-02-06,iPhone,19,11.69,Store A
2023-01-18,Samsung Galaxy,7,16.97,Store A
2023-02-09,iPhone,20,18.58,Store C
2023-02-17,iPhone,3,13.27,Store B
2023-02-06,OnePlus,18,6.29,Store B
2023-02-12,Samsung Galaxy,5,16.42,Store C
2023-02-08,Google Pixel,6,11.02,Store C
2023-02-25,iPhone,20,19.31,Store C
2023-03-31,Samsung Galaxy,9,17.8,Store C
2023-03-19,iPhone,14,15.06,Store B
2023-03-23,Samsung Galaxy,16,10.24,Store A
2023-03-05,Google Pixel,8,18.84,Store C
2023-03-24,OnePlus,2,7.83,Store B
2023-03-22,Samsung Galaxy,16,6.82,Store B
2023-01-29,Samsung Galaxy,18,13.92,Store A
2023-02-16,Samsung Galaxy,13,6.47,Store A
2023-02-20,Samsung Galaxy,2,8.9,Store C
2023-01-11,OnePlus,19,16.4,Store C
2023-02-18,OnePlus,1,18.17,Store B
2023-02-23,OnePlus,8,15.25,Store C
2023-01-04,Google Pixel,2,11.38,Store B
2023-01-17,iPhone,6,10.56,Store C
2023-03-20,Samsung Galaxy,15,15.23,Store B
2023-01-20,Samsung Galaxy,14,19.59,Store B
2023-03-20,Samsung Galaxy,12,8.68,Store A
2023-02-19,iPhone,5,7.35,Store C
2023-01-15,Google Pixel,19,15.64,Store B
2023-01-21,Google Pixel,17,13.74,Store A
2023-01-24,Google Pixel,16,6.27,Store A
2023-02-28,Google Pixel,3,10.27,Store C
2023-03-31,OnePlus,1,9.46,Store C
2023-01-14,iPhone,10,9.03,Store A
2023-01-20,Google Pixel,3,8.36,Store A
2023-01-08,iPhone,4,9.92,Store A
2023-01-24,Samsung Galaxy,14,12.92,Store C
2023-03-20,Samsung Galaxy,9,13.79,Store A
2023-03-13,iPhone,14,10.26,Store A
2023-03-23,iPhone,12,6.78,Store C
2023-03-06,iPhone,16,12.35,Store B
2023-02-24,OnePlus,13,12.25,Store B
